loss,grad_norm,learning_rate,entropy,num_tokens,mean_token_accuracy,epoch,step
0.5543365478515625,0.67578125,0.0001,0.5157740488648415,56370.0,0.8449119329452515,1.5555555555555556,28
0.49725615978240967,0.67578125,9.418551710895243e-05,0.4500110447406769,58405.0,0.8594269305467606,1.6111111111111112,29
0.3405638337135315,0.64453125,8.839070858747697e-05,0.3390778377652168,60316.0,0.8819369077682495,1.6666666666666665,30
0.41258251667022705,0.62109375,8.263518223330697e-05,0.46043696999549866,62297.0,0.8711378872394562,1.7222222222222223,31
0.40184286236763,0.58203125,7.693841292575598e-05,0.3881772980093956,64274.0,0.8829594850540161,1.7777777777777777,32
0.4303329288959503,0.59765625,7.131967672889101e-05,0.4727720022201538,66322.0,0.8742661327123642,1.8333333333333335,33
0.362042099237442,0.58203125,6.579798566743314e-05,0.36721736192703247,68354.0,0.892729640007019,1.8888888888888888,34
0.4679710865020752,0.6484375,6.039202339608432e-05,0.5054017826914787,70360.0,0.8681032210588455,1.9444444444444444,35
0.43847620487213135,0.60546875,5.5120081979953785e-05,0.41184743493795395,72408.0,0.8635029345750809,2.0,36
0.24928927421569824,0.484375,5.000000000000002e-05,0.3289223611354828,74405.0,0.9185892343521118,2.0555555555555554,37
0.30584216117858887,0.51171875,4.50491021929194e-05,0.328753300011158,76350.0,0.8946543335914612,2.111111111111111,38
0.36784064769744873,0.5390625,4.028414082972141e-05,0.39106935262680054,78383.0,0.8888110816478729,2.1666666666666665,39
0.2582976222038269,0.5,3.5721239031346066e-05,0.33220716565847397,80363.0,0.9122209846973419,2.2222222222222223,40
0.33232975006103516,0.5390625,3.137583621312665e-05,0.37748507410287857,82310.0,0.8894642442464828,2.2777777777777777,41
0.2845359146595001,0.5234375,2.7262635842695127e-05,0.35189755260944366,84345.0,0.9089675694704056,2.3333333333333335,42
0.33213600516319275,0.57421875,2.339555568810221e-05,0.4001016691327095,86261.0,0.9013185650110245,2.388888888888889,43
0.4167393147945404,0.625,1.9787680724495617e-05,0.44342801719903946,88279.0,0.8698703348636627,2.4444444444444446,44
0.387430876493454,0.61328125,1.6451218858706374e-05,0.4283883050084114,90292.0,0.8794750869274139,2.5,45
0.3430841863155365,0.578125,1.339745962155613e-05,0.39225251972675323,92340.0,0.8923678994178772,2.5555555555555554,46
0.2743699848651886,0.54296875,1.0636735967658784e-05,0.32780326157808304,94388.0,0.9124266058206558,2.611111111111111,47
0.35573533177375793,0.60546875,8.178389311972612e-06,0.4129665270447731,96436.0,0.8928571343421936,2.6666666666666665,48
0.32868489623069763,0.54296875,6.030737921409169e-06,0.3766626566648483,98461.0,0.9022548943758011,2.7222222222222223,49
0.35856401920318604,0.55078125,4.20104876845111e-06,0.36269138008356094,100509.0,0.8972602635622025,2.7777777777777777,50
0.34089216589927673,0.5859375,2.6955129420176196e-06,0.42085298895835876,102528.0,0.8977566063404083,2.8333333333333335,51
0.2897977828979492,0.55078125,1.5192246987791981e-06,0.32183365896344185,104576.0,0.9168297350406647,2.888888888888889,52
0.4264686107635498,0.65234375,6.761642258056978e-07,0.4797120913863182,106624.0,0.8757338523864746,2.9444444444444446,53
0.3358876705169678,0.58984375,1.6918417287318245e-07,0.3987121134996414,108612.0,0.8854914754629135,3.0,54
2.6599700450897217,2.25,5e-05,0.9460968524217606,1866.0,0.5790184885263443,0.044444444444444446,1
2.466120958328247,1.8125,4.994171922976348e-05,1.0119916200637817,3819.0,0.5886356234550476,0.08888888888888889,2
2.58958101272583,1.765625,4.976714865090827e-05,1.2037104964256287,5451.0,0.5542430058121681,0.13333333333333333,3
